wavelength,A,D65,VM,Vprime,CIE1931x,CIE1931y,CIE1931z,CIE1964x,CIE1964y,CIE1964z,C,D50,D55,D75,Dark Skin,Light Skin,Blue Sky,Foliage,Blue Flower,Bluish Green,Orange,Purplish Blue,Moderate Red,Purple,Yellow Green,Orange Yellow,Blue,Green,Red,Yellow,Magent,Cyan,White,Neutral 8,Neutral 6.5,Neutral 5,Neutral 3.5,Black
515,69.2525,106.296,0.6082,0.975,0.0291,0.6082,0.1117,0.071358,0.68566,0.082248,98.81,96.871,100.341,111.181,0.067,0.326,0.234,0.13,0.294,0.576,0.076,0.152,0.097,0.059,0.44,0.166,0.074,0.286,0.044,0.436,0.135,0.366,0.887,0.581,0.356,0.202,0.093,0.034
520,72.4959,104.79,0.71,0.935,0.06327,0.71,0.07824999,0.117749,0.761757,0.060709,96.90,97.129,99.987,108.659,0.07,0.322,0.225,0.155,0.271,0.569,0.086,0.137,0.094,0.058,0.484,0.193,0.066,0.324,0.044,0.475,0.124,0.339,0.887,0.581,0.357,0.202,0.093,0.034
525,75.7903,106.239,0.7932,0.88,0.1096,0.7932,0.05725001,0.172953,0.82333,0.04305,96.78,99.614,102.098,109.552,0.072,0.31,0.215,0.173,0.249,0.56,0.101,0.125,0.091,0.056,0.516,0.229,0.059,0.351,0.044,0.512,0.113,0.31,0.887,0.582,0.357,0.202,0.093,0.034
530,79.1326,107.689,0.862,0.811,0.1655,0.862,0.04216,0.236491,0.875211,0.030451,98.00,102.099,104.210,110.445,0.074,0.298,0.208,0.181,0.231,0.549,0.12,0.116,0.089,0.054,0.534,0.273,0.054,0.363,0.044,0.544,0.106,0.282,0.887,0.582,0.357,0.203,0.093,0.034
535,82.5193,106.047,0.9148501,0.733,0.2257499,0.9148501,0.02984,0.304213,0.92381,0.020584,99.94,101.427,103.156,108.367,0.075,0.291,0.203,0.182,0.219,0.535,0.143,0.11,0.09,0.053,0.542,0.323,0.051,0.363,0.044,0.572,0.102,0.255,0.887,0.582,0.358,0.203,0.093,0.034
540,85.947,104.405,0.954,0.65,0.2904,0.954,0.0203,0.376772,0.961988,0.013676,102.10,100.755,102.102,106.289,0.076,0.292,0.198,0.177,0.211,0.519,0.17,0.106,0.092,0.052,0.545,0.374,0.048,0.355,0.045,0.597,0.102,0.228,0.887,0.583,0.358,0.203,0.093,0.034
545,89.4124,104.225,0.9803,0.564,0.3597,0.9803,0.0134,0.451584,0.9822,0.007918,103.95,101.536,102.535,105.596,0.078,0.297,0.195,0.168,0.209,0.501,0.198,0.103,0.096,0.052,0.541,0.418,0.046,0.342,0.046,0.615,0.105,0.204,0.886,0.583,0.358,0.203,0.093,0.034
550,92.912,104.046,0.9949501,0.481,0.4334499,0.9949501,0.008749999,0.529826,0.991761,0.003988,105.20,102.317,102.968,104.904,0.079,0.3,0.191,0.157,0.209,0.48,0.228,0.099,0.102,0.053,0.533,0.456,0.045,0.323,0.047,0.63,0.107,0.18,0.886,0.583,0.358,0.203,0.093,0.034
555,96.4423,102.023,1,0.402,0.5120501,1,0.005749999,0.616053,0.99911,0.001091,105.67,101.159,101.484,102.452,0.082,0.298,0.188,0.147,0.207,0.458,0.26,0.094,0.106,0.054,0.524,0.487,0.044,0.303,0.048,0.645,0.107,0.159,0.887,0.584,0.358,0.203,0.092,0.034
560,100,100,0.995,0.3288,0.5945,0.995,0.0039,0.705224,0.99734,0,105.30,100.000,100.000,100.000,0.087,0.295,0.183,0.137,0.201,0.436,0.297,0.09,0.108,0.055,0.513,0.512,0.043,0.281,0.05,0.66,0.106,0.141,0.887,0.584,0.359,0.203,0.093,0.033
565,103.582,98.1671,0.9786,0.2639,0.6784,0.9786,0.002749999,0.793832,0.98238,0,104.11,98.868,98.608,97.808,0.092,0.295,0.177,0.129,0.196,0.414,0.338,0.086,0.109,0.055,0.501,0.534,0.042,0.26,0.053,0.673,0.107,0.126,0.887,0.585,0.359,0.203,0.093,0.033
570,107.184,96.3342,0.952,0.2076,0.7621,0.952,0.0021,0.878655,0.955552,0,102.30,97.735,97.216,95.616,0.1,0.305,0.172,0.126,0.196,0.392,0.38,0.083,0.112,0.054,0.487,0.554,0.041,0.238,0.057,0.686,0.112,0.114,0.888,0.586,0.36,0.204,0.093,0.033
575,110.803,96.0611,0.9154,0.1602,0.8425,0.9154,0.0018,0.951162,0.915175,0,100.15,98.327,97.482,94.914,0.107,0.326,0.167,0.125,0.199,0.369,0.418,0.083,0.126,0.053,0.472,0.57,0.041,0.217,0.063,0.698,0.123,0.104,0.888,0.587,0.361,0.204,0.093,0.033
580,114.436,95.788,0.87,0.1212,0.9163,0.87,0.001650001,1.01416,0.868934,0,97.80,98.918,97.749,94.213,0.115,0.358,0.163,0.122,0.206,0.346,0.452,0.083,0.157,0.052,0.454,0.584,0.04,0.196,0.072,0.708,0.141,0.097,0.887,0.588,0.361,0.205,0.093,0.033
585,118.08,92.2368,0.8163,0.0899,0.9786,0.8163,0.0014,1.0743,0.825623,0,95.43,96.208,94.590,90.605,0.122,0.397,0.16,0.119,0.215,0.324,0.481,0.085,0.208,0.052,0.436,0.598,0.04,0.177,0.086,0.718,0.166,0.092,0.886,0.588,0.361,0.205,0.093,0.033
590,121.731,88.6856,0.757,0.0655,1.0263,0.757,0.0011,1.11852,0.777405,0,93.20,93.499,91.432,86.997,0.129,0.435,0.157,0.115,0.223,0.302,0.503,0.086,0.274,0.053,0.416,0.609,0.04,0.158,0.109,0.726,0.198,0.088,0.886,0.588,0.361,0.205,0.093,0.033
595,125.386,89.3459,0.6949,0.0469,1.0567,0.6949,0.001,1.1343,0.720353,0,91.22,95.593,92.926,87.112,0.134,0.468,0.153,0.109,0.229,0.279,0.52,0.087,0.346,0.055,0.394,0.617,0.04,0.14,0.143,0.732,0.235,0.083,0.886,0.588,0.361,0.205,0.092,0.033
